iata,name,lat,lon,country,
MSO,Missoula International Airport,46.916302,-114.089996,United States,
MHE,Mitchell Municipal Airport,43.775276,-98.038055,United States,
MVP,Mitu Fabio Alberto Leon Bentley Airport,1.253531,-70.234001,Colombia,
MYE,Miyakejima Airport,34.072659,139.560043,Japan,
MMY,Miyako Airport,24.782829,125.295097,Japan,
KMI,Miyazaki Airport,31.87722,131.448593,Japan,
MQN,Mo i Rana Airport,66.363876,14.30138,Norway,
CNY,Moab Canyonlands Field,38.759445,-109.746109,United States,
MBY,Moberly Airport,39.46389,-92.426666,United States,
BFM,Mobile International Airport,30.620049,-88.065941,United States,
MOB,Mobile Regional Airport,30.69141,-88.242798,United States,
MBG,Mobridge Municipal Airport,45.544731,-100.406876,United States,
MOD,Modesto City County Airport,37.625809,-120.954002,United States,
MJD,Moenjodaro Airport,27.33515,68.143051,Pakistan,
MGQ,Mogadishu Aden Adde International Airport,2.014444,45.304722,Somalia,
MVQ,Mogilev Airport,53.954899,30.0951,Belarus,
OHE,Mohe Gulian Airport,52.921131,122.420593,China,
MHV,Mojave Air and Space Port,35.066666,-118.150002,United States,
MOL,Molde Aro Airport,62.74472,7.2625,Norway,
MLI,Moline Quad City International Airport,41.448879,-90.504738,United States,
MBA,Mombasa Moi International Airport,-4.03483,39.59425,Kenya,
MMP,Mompos San Bernardo Airport,9.259722,-74.437775,Colombia,
MIR,Monastir Habib Bourguiba International Airport,35.758049,10.75472,Tunisia,
MBE,Monbetsu Airport,44.303909,143.404007,Japan,
LOV,Monclova International Airport,26.95573,-101.470001,Mexico,
YQM,Moncton International Airport,46.112221,-64.678596,Canada,
MJK,Monkey Mia Shark Bay Airport,-25.893333,113.576668,Australia,
QQM,Monroe Custer Airport,41.93935,-83.434921,United States,
MLU,Monroe Regional Airport,32.51086,-92.037598,United States,
MVC,Monroeville Monroe County Airport,31.458,-87.350998,United States,
ROB,Monrovia Roberts International Airport,6.233789,-10.3623,Liberia,
YTM,Mont Tremblant International Airport,46.409168,-74.779999,Canada,
YYY,Mont-Joli Airport,48.608608,-68.208,Canada,
MTP,Montauk Airport,41.074444,-71.923615,United States,
MTE,Monte Alegre Airport,-1.9958,-54.0742,Brazil,
MCM,Monte Carlo Monaco Heliport,43.725552,7.420278,Monaco,
MEU,Monte Dourado Serra do Areao Airport,-0.889839,-52.6022,Brazil,
MBJ,Montego Bay Sangster International Airport,18.50371,-77.9133,Jamaica,
MRY,Monterey Regional Airport,36.587002,-121.842003,United States,
MTR,Monteria Los Garzones Airport,8.823678,-75.825897,Colombia,
NTR,Monterrey Del Norte International Airport,25.86557,-100.237,Mexico,
MTY,Monterrey International Airport,25.778481,-100.106003,Mexico,
MOC,Montes Claros Airport,-16.7069,-43.818901,Brazil,
MVD,Montevideo Carrasco International Airport,-34.838402,-56.0308,Uruguay,
MVE,Montevideo Chippewa County Airport,44.950001,-95.716667,United States,
MGJ,Montgomery Orange County Airport,41.516666,-74.26667,United States,
MGM,Montgomery Regional Airport,32.300629,-86.393898,United States,
MXO,Monticello Municipal Airport,42.22028,-91.16333,United States,
MSV,Monticello Sullivan County International Airport,41.701389,-74.794998,United States,
MCU,Montlucon Gueret Airport,46.223827,2.363722,France,
MPL,Montpellier Mediterranee Airport,43.58028,3.96744,France,
YMX,Montreal Mirabel International Airport,45.681938,-74.005203,Canada,
YUL,Montreal Pierre Elliott Trudeau Airport,45.470551,-73.740799,Canada,
YHU,Montreal Saint-Hubert Airport,45.517502,-73.416901,Canada,
MTJ,Montrose Regional Airport,38.509789,-107.893997,United States,
MNI,Montserrat John A. Osborne Airport,16.791109,-62.193001,Montserrat,
NYW,Monywa Airport,22.22151,95.093979,Myanmar (Burma),
MOO,Moomba Airport,-28.0994,140.197006,Australia,
MOZ,Moorea Airport,-17.489901,-149.761002,French Polynesia,
YMJ,Moose Jaw Municipal Airport,50.330269,-105.558998,Canada,
YMO,Moosonee Airport,51.291111,-80.607697,Canada,
MXX,Mora Siljan Airport,60.957901,14.51138,Sweden,
MOV,Moranbah Airport,-22.058332,148.078339,Australia,
MRZ,Moree Airport,-29.496346,149.850189,Australia,
MLM,Morelia International Airport,19.849939,-101.025002,Mexico,
MRN,Morganton Foothills Regional Airport,35.82,-81.610001,United States,
MGW,Morgantown Municipal Airport,39.642776,-79.915833,United States,
MXN,Morlaix Ploujean Airport,48.600739,-3.81666,France,
ONG,Mornington Island Airport,-16.66,139.169998,Australia,
MXH,Moro Airport,-6.36333,143.238007,Papua New Guinea,
OZP,Moron Air Base,37.174774,-5.615983,Spain,
MXV,Mörön Airport,49.6633,100.098999,Mongolia,
MOQ,Morondava Airport,-20.2847,44.317612,Madagascar,
HAH,Moroni Prince Said Ibrahim International Airport,-11.5336,43.271851,Comoros,
OTI,Morotai Leo Wattimena Airport,2.045992,128.324707,Indonesia,
MOX,Morris Municipal Airport,45.583332,-95.916664,United States,
MMU,Morristown Municipal Airport,40.799168,-74.415833,United States,
MOR,Morristown Regional Airport,36.180321,-83.375557,United States,
MVL,Morrisville Stowe State Airport,44.537231,-72.614136,United States,
MYA,Moruya Airport,-35.897701,150.144394,Australia,
TGN,Morwell Latrobe Regional Airport,-38.207199,146.470001,Australia,
QTH,Mosby Midwest National Air Center Airport,39.332706,-94.309555,United States,
CKL,Moscow Chkalovskiy Airport,55.8783,38.061699,Russia,
DME,Moscow Domodedovo International Airport,55.408779,37.906311,Russia,
OSF,Moscow Ostafyevo International Airport,55.5075,37.502499,Russia,
SVO,Moscow Sheremetyevo International Airport,55.972641,37.414581,Russia,
VKO,Moscow Vnukovo International Airport,55.59153,37.261478,Russia,
ZIA,Moscow Zhukovsky Airport,55.553333,38.151669,Russia,
MWH,Moses Lake Grant County International Airport,47.20858,-119.319,United States,
MJF,Mosjoen Airport,65.783989,13.21491,Norway,
MVF,Mossoro Airport,-5.20192,-37.3643,Brazil,
OMO,Mostar International Airport,43.282902,17.845869,Bosnia And Herzegovina,
XMU,Moulins Montbeugny Airport,46.534443,3.421667,France,
MGR,Moultrie Municipal Airport,31.069445,-83.80278,United States,
MGB,Mount Gambier Airport,-37.740002,140.779999,Australia,
HGU,Mount Hagen Airport,-5.82678,144.295807,Papua New Guinea,
LLY,Mount Holly South Jersey Regional Airport,39.94278,-74.845833,United States,
ISA,Mount Isa Airport,-20.663799,139.488602,Australia,
WME,Mount Keith Airport,-27.2864,120.555,Australia,
MMG,Mount Magnet Airport,-28.110001,117.839996,Australia,
MPN,Mount Pleasant Airport,-51.822701,-58.447201,Falkland Islands (Malvinas),
MOP,Mount Pleasant Municipal Airport,43.621422,-84.735214,United States,
MPO,Mount Pocono Municipal Airport,41.133331,-75.366669,United States,
MVN,Mount Vernon Airport,38.323055,-88.858612,United States,
WMH,Mountain Home Ozark Regional Airport,36.3689,-92.470497,United States,
NUQ,Mountain View Moffett Federal Airfield,37.416142,-122.049004,United States,
MOU,Mountain Village Airport,62.095402,-163.682007,United States,
NPY,Mpanda Airport,-6.355285,31.084045,Tanzania,
UTT,Mthatha Airport,-31.547899,28.67428,South Africa,
MYW,Mtwara Airport,-10.339,40.181782,Tanzania,
MWX,Muan International Airport,34.991379,126.382698,South Korea,
ODY,Muang Xay Oudomsay Airport,20.681999,101.993103,Laos,
BUU,Muara Bungo Airport,-1.5425,102.182777,Indonesia,
HMS,Muara Teweh Haji Muhammad Sidik Airport,-1.025762,114.928772,Indonesia,
MDG,Mudanjiang Hailang Airport,44.52,129.559998,China,
DGE,Mudgee Airport,-32.5625,149.610992,Australia,
MKM,Mukah Airport,2.906944,112.074997,Malaysia,
RIY,Mukalla Riyan Airport,14.66263,49.375019,Yemen,
MUX,Multan International Airport,30.20322,71.419113,Pakistan,
MZV,Mulu Airport,4.05,114.800003,Malaysia,
BOM,Mumbai Chhatrapati Shivaji International Airport,19.08868,72.867912,India,
MIE,Muncie Delaware County Airport,40.239723,-85.394447,United States,
MUA,Munda Airport,-8.32796,157.263,Solomon Islands,
TTX,Mungalalu Truscott Airport,-14.089722,126.380836,Australia,
MUC,Munich Airport,48.353779,11.78608,Germany,
FMO,Munster Osnabruck International Airport,52.13464,7.684831,Germany,
QCT,Munster Telgte Airport,51.944511,7.774341,Germany,
RMU,Murcia Corvera International Airport,37.803268,-1.124536,Spain,
MMK,Murmansk Airport,68.78167,32.75082,Russia,
MYI,Murray Island Airport,-9.91667,144.054993,Australia,
WUI,Murrin Murrin Airport,-28.704733,121.890511,Australia,
MSR,Mus Airport,38.747761,41.661228,Turkey,
MCT,Muscat International Airport,23.593269,58.284439,Oman,
MUT,Muscatine Municipal Airport,41.366669,-91.144997,United States,
MSL,Muscle Shoals Northwest Alabama Regional Airport,34.740002,-87.610001,United States,
MKG,Muskegon County Airport,43.169479,-86.238197,United States,
MKO,Muskogee Davis Field Airport,35.653721,-95.358253,United States,
YQA,Muskoka Airport,44.97472,-79.303299,Canada,
MSA,Muskrat Dam Airport,53.816666,-91.98333,Canada,
MUZ,Musoma Airport,-1.5025,33.801941,Tanzania,
MQS,Mustique Airport,12.88794,-61.180099,Saint Vincent And The Grenadines,
MOK,Muynak Airport,43.754902,59.03178,Uzbekistan,
MWZ,Mwanza Airport,-2.44448,32.932659,Tanzania,
MGZ,Myeik Airport,12.43979,98.621468,Myanmar (Burma),
MYT,Myitkyina Airport,25.383631,97.351913,Myanmar (Burma),
NLV,Mykolaiv International Airport,47.057899,31.9198,Ukraine,
JMK,Mykonos Island National Airport,37.43512,25.348101,Greece,
MYR,Myrtle Beach International Airport,33.679749,-78.928299,United States,
MYQ,Mysore Airport,12.229991,76.653,India,
MJT,Mytilene International Airport,39.05666,26.59833,Greece,
NDJ,N'Djamena International Airport,12.13368,15.03401,Chad,
NBC,Naberezhnye Chelny Begishevo Airport,55.564125,52.103409,Russia,
NBX,Nabire Airport,-3.36818,135.496399,Indonesia,
MNC,Nacala Airport,-14.4882,40.71225,Mozambique,
OCH,Nacogdoches Airport,31.578176,-94.709999,United States,
NAN,Nadi International Airport,-17.755301,177.443298,Fiji,
NDR,Nador International Airport,34.988888,-3.028333,Morocco,
NYM,Nadym Airport,65.481659,72.698883,Russia,
WNP,Naga Airport,13.587222,123.269997,Philippines,
NGS,Nagasaki Airport,32.916939,129.913605,Japan,
NGO,Nagoya Chubu Centrair International Airport,34.85841,136.805405,Japan,
NKM,Nagoya Komaki Airport,35.25,136.919998,Japan,
NAG,Nagpur Dr. Babasaheb Ambedkar International Airport,21.09219,79.04718,India,
YDP,Nain Airport,56.548573,-61.685467,Canada,
NBO,Nairobi Jomo Kenyatta International Airport,-1.31924,36.927769,Kenya,
WIL,Nairobi Wilson Airport,-1.32171,36.814831,Kenya,
EAM,Najran Domestic Airport,17.611429,44.419159,Saudi Arabia,
SHB,Nakashibetsu Airport,43.577499,144.960007,Japan,
NAJ,Nakhchivan International Airport,39.18861,45.458332,Azerbaijan,
KOP,Nakhon Phanom Airport,17.383789,104.642998,Thailand,
NAK,Nakhon Ratchasima Airport,14.94949,102.312698,Thailand,
NST,Nakhon Si Thammarat Airport,8.539444,99.944725,Thailand,
NAL,Nalchik Airport,43.513332,43.638332,Russia,
NMA,Namangan Airport,40.98457,71.55674,Uzbekistan,
APL,Nampula Airport,-15.1056,39.281799,Mozambique,
OSY,Namsos Airport,64.467003,11.583,Norway,
NNT,Nan Airport,18.799999,100.783333,Thailand,
YCD,Nanaimo Airport,49.054443,-123.870003,Canada,
ZNA,Nanaimo Harbour Water Airport,49.169918,-123.934952,Canada,
KHN,Nanchang Changbei International Airport,28.865,115.900002,China,
NAO,Nanchong Gaoping Airport,30.793888,106.159721,China,
ENC,Nancy Essey Airport,48.692081,6.22605,France,
NDC,Nanded Airport,19.18194,77.318611,India,
NPO,Nanga Pinoh Airport,-0.348869,111.748001,Indonesia,
NKG,Nanjing Lukou International Airport,31.742041,118.862,China,
SHM,Nanki Shirahama Airport,33.66222,135.364395,Japan,
NNG,Nanning Wuxu International Airport,22.608259,108.172401,China,
NTE,Nantes Atlantique Airport,47.15694,-1.60777,France,
NTG,Nantong Xingdong Airport,32.072922,120.975601,China,
ACK,Nantucket Memorial Airport,41.253052,-70.060097,United States,
NNY,Nanyang Jiangying Airport,32.98,112.610001,China,
NYK,Nanyuki Airport,-0.067,37.033001,Kenya,
APC,Napa County Airport,38.212223,-122.279999,United States,
WNA,Napakiak Airport,60.6903,-161.979004,United States,
PKA,Napaskiak Airport,60.7029,-161.778,United States,
NPE,Napier Hawke's Bay Airport,-39.465801,176.869995,New Zealand,
NAP,Naples Airport,40.886028,14.29078,Italy,
APF,Naples Municipal Airport,26.152201,-81.775703,United States,
NAU,Napuka Airport,-14.1767,-141.266998,French Polynesia,
NAC,Naracoorte Airport,-36.985298,140.725006,Australia,
NAW,Narathiwat Airport,6.519922,101.743401,Thailand,
NAA,Narrabri Airport,-30.318291,149.829117,Australia,
NRA,Narrandera Airport,-34.702221,146.512222,Australia,
UAK,Narsarsuaq Airport,61.160709,-45.425598,Greenland,
NNM,Naryan-Mar Airport,67.639999,53.121941,Russia,
QQS,NASA Shuttle Landing Facility,28.615,-80.694504,United States,
ISK,Nashik Ozar Airport,20.119444,73.913612,India,
ASH,Nashua Airport,42.778889,-71.509445,United States,
BNA,Nashville International Airport,36.12447,-86.678101,United States,
QQN,Nashville John C. Tune Airport,36.18222,-86.886665,United States,
NAS,Nassau Lynden Pindling International Airport,25.03895,-77.466202,Bahamas,
NAT,Natal International Airport,-5.768056,-35.37611,Brazil,
YNA,Natashquan Airport,50.189999,-61.789101,Canada,
HEZ,Natchez Adams County Airport,31.614721,-91.296387,United States,
YNP,Natuashish Airport,55.913891,-61.184444,Canada,
YUT,Naujaat Airport,66.521378,-86.224701,Canada,
INU,Nauru International Airport,-0.54745,166.919098,Nauru,
SUV,Nausori International Airport,-18.0432,178.559204,Fiji,
NVT,Navegantes Victor Konder International Airport,-26.8799,-48.651299,Brazil,
NVI,Navoi International Airport,40.117771,65.175003,Uzbekistan,
JNX,Naxos Island National Airport,37.080551,25.36805,Greece,
NYT,Naypyidaw Airport,19.622499,96.201385,Myanmar (Burma),
NZC,Nazca Maria Reiche Neuman Airport,-14.854167,-74.961777,Peru,
NLA,Ndola Simon Mwansa Kapwepwe International Airport,-12.961792,28.517223,Zambia,
NVA,Neiva Benito Salas Airport,2.950422,-75.2939,Colombia,
NSN,Nelson Airport,-41.298302,173.2211,New Zealand,
NLP,Nelspruit Airport,-25.5007,30.913469,South Africa,
MQP,Nelspruit Kruger Mpumalanga International Airport,-25.383101,31.1056,South Africa,
YNS,Nemiscau Airport,51.691101,-76.135597,Canada,
NUM,Neom Bay Airport,27.917212,35.294044,Saudi Arabia,
KEP,Nepalgunj Airport,28.103611,81.666946,Nepal,
CNP,Nerlerit Inaat Airport,70.743332,-22.6605,Greenland,
FNB,Neubrandenburg Airport,53.602238,13.305836,Germany,
QEN,Neuhausen ob Eck Airport,47.97662,8.905584,Germany,
QAN,Neumayer III Skiway,-70.633331,-8.263333,Antarctica,
EUM,Neumunster Airport,54.079445,9.941389,Germany,
NQN,Neuquen Presidente Peron International Airport,-38.949001,-68.155701,Argentina,
NVS,Nevers Fourchambault Airport,47.003731,3.110742,France,
NEV,Nevis Newcastle International Airport,17.205,-62.592499,Saint Kitts And Nevis,
NAV,Nevsehir Kapadokya Airport,38.76889,34.52639,Turkey,
EWB,New Bedford Regional Airport,41.676945,-70.959167,United States,
EWN,New Bern Coastal Carolina Regional Airport,35.072971,-77.0429,United States,
TBI,New Bight Airport,24.315001,-75.453613,Bahamas,
QQZ,New Braunfels Regional Airport,29.703056,-98.041115,United States,
HVN,New Haven Tweed Airport,41.263748,-72.886803,United States,
ARA,New Iberia Acadiana Regional Airport,30.03775,-91.883797,United States,
GON,New London Groton Airport,41.328888,-72.046387,United States,
NEW,New Orleans Lakefront Airport,30.039444,-90.026665,United States,
MSY,New Orleans Louis Armstrong International Airport,29.99338,-90.258003,United States,
NPL,New Plymouth Airport,-39.008598,174.179092,New Zealand,
RNH,New Richmond Municipal Airport,45.149738,-92.539536,United States,
QQB,New Smyrna Beach Municipal Airport,29.055555,-80.948891,United States,
KNW,New Stuyahok Airport,59.449902,-157.328003,United States,
JRB,New York Downtown Manhattan Heliport,40.70121,-74.009003,United States,
JFK,New York John F. Kennedy International Airport,40.639751,-73.7789,United States,
LGA,New York LaGuardia Airport,40.777248,-73.872597,United States,
EWR,New York Newark Liberty International Airport,40.692501,-74.168602,United States,
SWF,New York Stewart International Airport,41.504108,-74.104797,United States,
NCL,Newcastle Airport,55.037498,-1.69166,United Kingdom,
NTL,Newcastle Airport,-32.794998,151.834396,Australia,
BEO,Newcastle Lake Macquarie Airport,-33.06591,151.646133,Australia,
ECS,Newcastle Mondell Field Airport,43.884514,-104.314651,United States,
ZNE,Newman Airport,-23.4177,119.802696,Australia,
ONP,Newport Municipal Airport,44.580276,-124.057777,United States,
PHF,Newport News Williamsburg International Airport,37.131889,-76.492897,United States,
NPT,Newport State Airport,41.532398,-71.281502,United States,
EFK,Newport State Airport,44.889606,-72.228043,United States,
NQY,Newquay Cornwall Airport,50.440552,-4.9954,United Kingdom,
WWT,Newtok Airport,60.939419,-164.641541,United States,
EWK,Newton City County Airport,38.058201,-97.274498,United States,
TNU,Newton Municipal Airport,41.674442,-93.021667,United States,
NGE,Ngaoundere Airport,7.357011,13.55924,Cameroon,
CXR,Nha Trang Cam Ranh International Airport,11.993611,109.224998,Vietnam,
IAG,Niagara Falls International Airport,43.10733,-78.946098,United States,
NIM,Niamey Diori Hamani International Airport,13.48154,2.183614,Niger,
NIU,Niau Airport,-16.121988,-146.373245,French Polynesia,
NCE,Nice Cote d'Azur Airport,43.665272,7.215,France,
NIF,Nifty Airport,-21.6717,121.586998,Australia,
NME,Nightmute Airport,60.471046,-164.700836,United States,
KIJ,Niigata Airport,37.955891,139.120697,Japan,
NLI,Nikolayevsk-na-Amur Airport,53.154167,140.651108,Russia,
FNI,Nimes Ales Camargue Cevennes Airport,43.7575,4.416389,France,
NGB,Ningbo Lishe International Airport,29.826679,121.461899,China,
NLH,Ninglang Luguhu Airport,27.542559,100.759323,China,
NIT,Niort Souche Airport,46.313419,-0.39443,France,
INI,Nis Constantine the Great Airport,43.33728,21.85372,Serbia,
IUE,Niue International Airport,-19.08,-169.925003,New Zealand,
NJC,Nizhnevartovsk Airport,60.949268,76.483612,Russia,
GOJ,Nizhny Novgorod International Airport,56.23011,43.784039,Russia,
WTK,Noatak Airport,67.563057,-162.984161,United States,
OLS,Nogales International Airport,31.417721,-110.847,United States,
NGK,Nogliki Airport,51.799999,143.166672,Russia,
OME,Nome Airport,64.512199,-165.445007,United States,
ORV,Noorvik Robert Curtis Memorial Airport,66.817375,-161.023102,United States,
NOD,Norden Norddeich Airport,53.633007,7.190385,Germany,
NRD,Norderney Airport,53.706821,7.230247,Germany,
NOR,Nordfjordur Airport,65.131943,-13.7463,Iceland,
ORF,Norfolk International Airport,36.894611,-76.201202,United States,
NLK,Norfolk Island Airport,-29.041599,167.938705,Australia,
OFK,Norfolk Regional Airport,41.984165,-97.434166,United States,
NSK,Norilsk Alykel Airport,69.31105,87.332176,Russia,
OUN,Norman University of Oklahoma Westheimer Airport,35.241978,-97.468529,United States,
YVQ,Norman Wells Airport,65.281609,-126.797997,Canada,
NMC,Norman's Cay Airport,24.594299,-76.820198,Bahamas,
NTN,Normanton Airport,-17.68,141.070007,Australia,
NRK,Norrkoping Airport,58.58625,16.25062,Sweden,
QEM,Norrtalje Mellingeholms Airport,59.733612,18.698334,Sweden,
YYB,North Bay Jack Garland Airport,46.363609,-79.422699,Canada,
OTH,North Bend Southwest Oregon Regional Airport,43.418888,-124.239998,United States,
OBN,North Connel Oban Airport,56.463501,-5.39967,United Kingdom,
ELH,North Eleuthera Airport,25.474859,-76.683403,Bahamas,
VGT,North Las Vegas Airport,36.210171,-115.190826,United States,
CRE,North Myrtle Beach Grand Strand Airport,33.811699,-78.7239,United States,
LBF,North Platte Regional Airport,41.126202,-100.683601,United States,
XMS,North Pole International Airport,83.699997,-34.5,Greenland,
NRL,North Ronaldsay Airport,59.3675,-2.434444,United Kingdom,
YNO,North Spirit Lake Airport,52.490002,-92.9711,Canada,
QKN,North Weald Airport,51.721455,0.154339,United Kingdom,
IKB,North Wilkesboro Wilkes County Airport,36.222801,-81.098297,United States,
ORM,Northampton Sywell Airport,52.305302,-0.793056,United Kingdom,
EDE,Northeastern Regional Airport,36.027699,-76.567101,United States,
YNE,Norway House Airport,53.954166,-97.845833,Canada,
NWI,Norwich International Airport,52.675831,1.282778,United Kingdom,
OWD,Norwood Memorial Airport,42.192123,-71.176788,United States,
NSH,Noshahr Airport,36.6633,51.464699,Iran,
NOS,Nosy Be Fascene Airport,-13.312,48.314819,Madagascar,
NTB,Notodden Airport,59.565701,9.21222,Norway,
NQT,Nottingham Airport,52.919998,-1.07917,United Kingdom,
EMA,Nottingham East Midlands Airport,52.831108,-1.32805,United Kingdom,
NDB,Nouadhibou International Airport,20.93306,-17.0299,Mauritania,
NKC,Nouakchott Oumtounsy International Airport,18.306103,-15.964665,Mauritania,
NOU,Noumea La Tontouta International Airport,-22.0163,166.216095,New Caledonia,
GEA,Noumea Magenta Airport,-22.258301,166.472702,New Caledonia,
NOT,Novato Marin County Airport,38.143333,-122.555832,United States,
QAO,Novo Runway,-70.824242,11.628652,Antarctica,
NOZ,Novokuznetsk Spichenkovo Airport,53.811378,86.87722,Russia,
OVB,Novosibirsk Tolmachevo Airport,55.012619,82.65065,Russia,
NUX,Novy Urengoy Airport,66.069443,76.520271,Russia,
NOJ,Noyabrsk Airport,63.183056,75.269165,Russia,
GER,Nueva Gerona Rafael Cabrera Airport,21.834801,-82.783669,Cuba,
NLD,Nuevo Laredo Quetzalcoatl International Airport,27.443911,-99.570396,Mexico,
NUI,Nuiqsut Airport,70.209724,-151.005554,United States,
NHV,Nuku Hiva Airport,-8.79472,-140.223007,French Polynesia,
NCU,Nukus Airport,42.488411,59.623249,Uzbekistan,
NUL,Nulato Airport,64.729134,-158.074646,United States,
NNX,Nunukan Airport,4.136772,117.667145,Indonesia,
NQU,Nuqui Airport,5.709722,-77.262497,Colombia,
NUE,Nuremberg Airport,49.498699,11.06689,Germany,
GOH,Nuuk Airport,64.190918,-51.678001,Greenland,
QAA,Ny-Alesund Hamnerabben Airport,78.92778,11.874722,Norway,
NYA,Nyagan Airport,62.110001,65.610001,Russia,
UYL,Nyala Airport,12.05347,24.956169,Sudan,
NYU,Nyaung U Airport,21.175343,94.928322,Myanmar (Burma),
LZY,Nyingchi Mainling Airport,29.309076,94.335884,China,
QEY,Nyiregyhaza Airport,47.983891,21.692223,Hungary,
NYR,Nyurba Airport,63.297222,118.346947,Russia,
ONL,O'Neill Municipal Airport,42.450001,-98.650002,United States,
OAK,Oakland International Airport,37.721272,-122.220001,United States,
OAX,Oaxaca Xoxocotlan International Airport,16.999901,-96.726601,Mexico,
OBF,Oberpfaffenhofen Airport,48.08136,11.28306,Germany,
OBI,Obidos Tirios Airport,2.224521,-55.944553,Brazil,
OBO,Obihiro Tokachi Airport,42.73333,143.217194,Japan,
OCF,Ocala International Airport,29.174091,-82.221596,United States,
OCE,Ocean City Municipal Airport,38.316666,-75.116669,United States,
OCN,Oceanside Municipal Airport,33.217804,-117.3526,United States,
OCJ,Ocho Rios Ian Fleming International Airport,18.40424,-76.969002,Jamaica,
ODE,Odense Hans Christian Andersen Airport,55.476662,10.33093,Denmark,
ODS,Odesa International Airport,46.426762,30.67646,Ukraine,
OEC,Oecusse Airport,-9.19806,124.343002,Timor-Leste (East Timor),
OGD,Ogden Hinckley Airport,41.196388,-112.010834,United States,
OGS,Ogdensburg International Airport,44.681862,-75.4655,United States,
OHD,Ohrid Airport,41.179951,20.742319,North Macedonia,
OIT,Oita Airport,33.479439,131.737198,Japan,
OKJ,Okayama Airport,34.756939,133.855194,Japan,
OBE,Okeechobee County Airport,27.25,-80.833336,United States,
OHH,Okha Airport,53.509998,142.880005,Russia,
OKI,Oki Airport,36.181122,133.324799,Japan,
OKE,Okierabu Airport,27.425501,128.701004,Japan,
DNA,Okinawa Kadena Air Base,26.356916,127.766441,Japan,
OKA,Okinawa Naha Airport,26.19581,127.645798,Japan,
PWA,Oklahoma City Wiley Post Airport,35.534161,-97.647003,United States,
OKC,Oklahoma City Will Rogers World Airport,35.393082,-97.6007,United States,
OKL,Oksibil Airport,-4.833,140.600006,Indonesia,
OIR,Okushiri Airport,42.071533,139.433075,Japan,
OLB,Olbia Costa Smeralda Airport,40.898659,9.517628,Italy,
YOC,Old Crow Airport,67.570274,-139.839096,Canada,
ULG,Ölgii Airport,48.991669,89.919724,Mongolia,
OLV,Olive Branch Airport,34.978306,-89.788452,United States,
SZY,Olsztyn Mazury Airport,53.481899,20.9377,Poland,
OLM,Olympia Regional Airport,46.97361,-122.903336,United States,
OLP,Olympic Dam Airport,-30.485001,136.876663,Australia,
OLZ,Olyokminsk Airport,60.399166,120.464165,Russia,
OMA,Omaha Eppley Airfield,41.303162,-95.893997,United States,
MIQ,Omaha Millard Airport,41.195122,-96.112099,United States,
OMK,Omak Municipal Airport,48.461575,-119.517174,United States,
IBR,Omitama Ibaraki Airport,36.181667,140.414719,Japan,
OMS,Omsk Tsentralny Airport,54.967041,73.310509,Russia,
OND,Ondangwa Airport,-17.878201,15.9526,Namibia,
VPE,Ondjiva Pereira Airport,-17.043417,15.683861,Angola,
ONS,Onslow Airport,-21.668926,115.111984,Australia,
ONT,Ontario International Airport,34.056,-117.600998,United States,
ONO,Ontario Municipal Airport,44.022778,-117.013885,United States,
OMR,Oradea International Airport,47.025269,21.9025,Romania,
URA,Oral Ak Zhol Airport,51.150829,51.543049,Kazakhstan,
ORN,Oran Es Senia Airport,35.623852,-0.62118,Algeria,
OAG,Orange Airport,-33.381668,149.133057,Australia,
OGB,Orangeburg Municipal Airport,33.5,-80.866669,United States,
OMD,Oranjemund Airport,-28.5847,16.446659,Namibia,
AUA,Oranjestad Queen Beatrix International Airport,12.50138,-70.015198,Aruba,
KYD,Orchid Island Airport,22.02874,121.533607,Taiwan,
DSN,Ordos Ejin Horo Airport,39.493889,109.862221,China,
OGU,Ordu Giresun Airport,40.966667,38.066666,Turkey,
ORB,Orebro Airport,59.223728,15.03795,Sweden,
REN,Orenburg Tsentralny Airport,51.79578,55.456741,Russia,
FNU,Oristano Fenosu Airport,39.895416,8.642592,Italy,
ORL,Orlando Executive Airport,28.54546,-81.332901,United States,
MCO,Orlando International Airport,28.42939,-81.308899,United States,
SFB,Orlando Sanford International Airport,28.776699,-81.235497,United States,
ORE,Orleans Saint-Denis-de-l'Hotel Airport,47.897499,2.164167,France,
OMC,Ormoc Airport,11.058,124.565002,Philippines,
OER,Ornskoldsvik Airport,63.408329,18.99003,Sweden,
OSW,Orsk Airport,51.071667,58.596668,Russia,
HOV,Orsta Volda Airport,62.182999,6.067,Norway,
ORU,Oruro Juan Mendoza Airport,-17.963202,-67.075462,Bolivia,
ITM,Osaka International Airport,34.785519,135.438202,Japan,
KIX,Osaka Kansai International Airport,34.427299,135.244003,Japan,
FRF,Oschersleben Airport,52.038055,11.205556,Germany,
OSC,Oscoda Wurtsmith Airport,44.450001,-83.389999,United States,
OSS,Osh Airport,40.608978,72.793259,Kyrgyzstan,
YOO,Oshawa Executive Airport,43.916668,-78.900002,Canada,
OIM,Oshima Airport,34.782028,139.360306,Japan,
OSH,Oshkosh Wittman Regional Airport,43.983891,-88.556946,United States,
OSI,Osijek Airport,45.462662,18.81015,Croatia,
UKK,Oskemen Airport,50.036591,82.494179,Kazakhstan,
OSL,Oslo Gardermoen Airport,60.193909,11.10036,Norway,
RYG,Oslo Moss Rygge Airport,59.378929,10.78538,Norway,
